Model,TandemMoment_df,eg,minendmoment,LR1,minXreaction,HS20Moment_df,Iy1,St1,St2,Iy2,numberofgirders,maxZreaction,span,width,LR2,maxendmoment,minZreaction,A,Sb2,HS20Moment,Kg,numberofdiaphragms,df,maxXreaction,ybar2,Y,mindeflection,maxmoment,ybar1,girders,Sb1,I,girderspacing,df1,df2,haunch,TandemMoment
TX_24_35_R07,2988613.4461202957,23.549999999999997,-834244.3953940729,0.4545429751953418,-16178.187532644095,2988613.4461202957,17126.47153823335,-2214.44870410743,-13557.85214137403,22985.59463815366,4,34535.74473368948,35,24,0.6247344366929096,574795.2891526828,-2597.9419893768004,39.7,677.9485746015546,4209230.769230769,239865.37862999836,3,0.7100141593487544,21581.592292332192,33.90462860942337,45.55,-0.05899432278635555,2341119.312716538,27.86603375076306,"[36, 135]",614.6002582001599,7800.0,7.3333,0.5502811593694655,0.7100141593487544,1.5499999999999972,4209230.769230769
TX_24_35_R08,3035270.7608726965,24.200000000000003,-854037.3211610024,0.4545429751953418,-16156.59987997477,3035270.7608726965,19086.710397512757,-2008.2324394766622,-7413.591933263079,25425.12599490344,4,34591.64112130845,35,24,0.6344875987444571,613690.4539033235,-2387.295655281536,43.8,731.2275334127105,4209230.769230769,285181.94641946635,3,0.7210986822248732,21704.85225439917,34.77047134185701,48.2,-0.05286466403411666,2356002.0798177295,28.695766315533337,"[40, 149]",665.1402923915264,9800.0,7.3333,0.5588392877934589,0.7210986822248732,0.20000000000000284,4209230.769230769
TX_24_40_P01,3286838.92916993,16.31338028169014,-785263.2050907857,0.4545429751953418,-32298.443636037242,3286838.92916993,6878.3953832717525,-2401.6692420772965,7423.746389367709,9592.983969083489,4,33675.77414606123,40,24,0.5553104966548429,696903.1317953587,-4965.577867013708,35.5,466.98906549167503,5207999.999999999,95347.31200407866,4,0.6311134656624291,36390.01670183031,20.54220254382916,29.25,-0.19780981314407028,2437419.121519545,16.385993890098554,"[1, 12, 1.25, 12, 0.5, 17]",419.77285170526704,2405.1594776995307,7.3333,0.4836174525042382,0.6311134656624291,2.0,5207999.999999999
TX_24_40_P02,3338930.0216665603,18.41111111111111,-787125.60877136,0.4545429751953418,-28885.902404814027,3338930.0216665603,8252.285371271344,-2187.5217084881106,13071.011563844417,11448.237895852752,4,33882.21071356999,40,24,0.5641112718278758,699185.0589206163,-4832.784783914001,33.75,511.6336672191419,5207999.999999999,113952.93987415833,3,0.6411155955580954,32516.62688237769,22.375849419911738,31.5,-0.16964808690886085,2460730.743600531,17.727564124620802,"[0.75, 12, 1.25, 12, 0.5, 19.5]",465.50588187184815,2725.3114583333336,7.3333,0.4912365393410792,0.6411155955580954,2.0,5207999.999999999
TX_24_40_P03,3329842.4582783715,18.583414634146337,-703216.3442095167,0.4545429751953418,-22266.055804845793,3329842.4582783715,8504.126953210874,-2474.1994617342652,9836.227406501648,11440.501576775105,4,33663.33571921133,40,24,0.5625759305935696,611780.5199604617,-4404.927957389164,30.75,452.4065566252157,5207999.999999999,110488.91585406542,3,0.639370671712437,25591.142053761272,25.288098523852046,34.12,-0.17481909213478536,2530723.2709366423,20.687877373172658,"[0.75, 12, 0.875, 12, 0.5, 22.5]",411.0681245741886,3115.5955602134145,7.3333,0.489907349814206,0.639370671712437,1.9949999999999974,5207999.999999999
TX_24_40_P04,3457081.258323716,20.780201342281877,-736235.8814302449,0.4545429751953418,-22190.5964987208,3457081.258323716,12210.837086231888,-2204.668567475423,-81520.71025788815,16647.630854625517,4,33986.520019768184,40,24,0.5840728894557401,647923.9200775583,-4582.512709658494,37.25,615.5350987618241,5207999.999999999,168798.17004173828,3,0.6638020849315892,25212.729828961077,27.045786484171185,37.25,-0.1219388897770093,2533166.7043609316,21.711372894604935,"[0.75, 14, 1, 14, 0.5, 25.5]",562.4166258627598,4898.163940156599,7.3333,0.5085178918492697,0.6638020849315892,2.0,5207999.999999999
TX_24_40_P05,3594278.5811951496,22.451171875,-702031.5089427066,0.4545429751953418,-18818.368162212093,3594278.5811951496,17744.233820495047,-2261.71100480647,-12499.034330457853,24402.62671720931,4,33949.93689593062,40,24,0.6072523379000517,577749.9513563241,-4119.292055433532,48.0,847.382894371599,5207999.999999999,261489.3248447127,3,0.6901456569115112,21443.42262992039,28.79763903578178,40.75,-0.08916478295235444,2591902.9943527337,22.904508784373455,"[1, 15, 1.25, 15, 0.5, 28.5]",774.7048403238845,8311.151184082031,7.3333,0.5285850140123763,0.6901456569115112,2.0,5207999.999999999
TX_24_40_P06,3486282.9002424274,22.5,-744925.2902911588,0.4545429751953418,-18213.10722589464,3486282.9002424274,14159.460897973711,-2382.633444253073,-71637.74258611593,18780.80155236927,4,34229.23489284581,40,24,0.5890064985027498,650290.4615222181,-4474.563469733024,33.75,573.6726540913053,5207999.999999999,185579.187684818,3,0.6694091590327242,20862.291494634883,32.737836496874635,43.0,-0.10813138871758644,2538497.4050921123,27.057222300758674,"[0.75, 12, 0.75, 12, 0.5, 31.5]",523.3153921190457,5983.453125,7.3333,0.5127890605826072,0.6694091590327242,2.0,5207999.999999999
TX_24_40_P07,3562234.2234998164,24.4770205479452,-706522.6059385655,0.4545429751953418,-14498.614992826104,3562234.2234998164,17523.359068282174,-2344.8004444322387,-19375.69333635206,23427.46124175754,4,33876.0750989488,40,24,0.601838452835938,547139.2914067684,-3527.0114737425806,36.5,680.7165335759416,5207999.999999999,236480.61245370648,3,0.6839927464477376,17873.67715749909,34.41588397844305,45.62,-0.09472264471044832,2657250.2989340634,28.151716245771944,"[0.75, 12, 0.875, 12, 0.5, 34]",622.4614838860482,7528.912680151256,7.3333,0.5238980563731729,0.6839927464477376,1.9949999999999974,5207999.999999999
TX_24_40_P08,3633997.905615296,26.461783439490446,-764813.0416743979,0.4545429751953418,-15118.658734697994,3633997.905615296,21312.606464321456,-2359.1198010886783,-13096.353508811391,28725.214895429508,4,34177.86783795322,40,24,0.6139629063963657,601249.8341627074,-3935.898953010278,39.25,796.6695420589872,5207999.999999999,295778.70710877556,3,0.6977722553024763,18342.902494921058,36.056624960443926,48.25,-0.07617801822850036,2613900.095772931,29.215865127118093,"[0.75, 12, 1, 12, 0.5, 36.5]",729.4874333376885,9284.447883492569,7.3333,0.5343945481832585,0.6977722553024763,2.0,5207999.999999999
TX_24_40_R01,3303378.7311674347,16.25,-793652.3485534086,0.4545429751953418,-30932.31603799483,3303378.7311674347,7417.926755393455,-3312.546861896993,4983.166863967445,10536.468634144392,4,34295.766875950016,40,24,0.5581048914699629,689604.8246822145,-4940.391664988376,38.2,492.0269841301811,5207999.999999999,100934.47641637054,4,0.6342893109000451,35594.223459719644,21.414412164347148,29.25,-0.17209505425470364,2481287.2941641705,17.060657565114283,"[18, 130]",434.7972361019465,2460.0,7.3333,0.48603664130684,0.6342893109000451,3.25,5207999.999999999
TX_24_40_R02,3325990.7380806888,17.18,-822741.5831778409,0.4545429751953418,-29207.44742597485,3325990.7380806888,8100.966702867745,-2826.011737687261,6988.1700715704665,11204.042143802646,4,34502.10925272238,40,24,0.5619251835682231,715285.1745337695,-4911.801150054309,35.9,480.79235129796564,5207999.999999999,109049.52614679738,3,0.6386310941015149,33591.51684089443,23.303286987731358,31.68,-0.16240948355112245,2458713.6051954515,18.833427793368834,"[21, 122]",430.1376675423929,2960.0,7.3333,0.4893439792022485,0.6386310941015149,2.6799999999999997,5207999.999999999
TX_24_40_R03,3315531.118160431,18.060000000000002,-876534.8109454588,0.4545429751953418,-27683.642572802648,3315531.118160431,8204.453195389866,-2650.9717451072306,7961.52817581218,10983.571084416788,4,34554.92419275271,40,24,0.5601580337753957,764831.7244838314,-4988.521182247152,30.6,431.0734618540452,5207999.999999999,105225.50443821387,3,0.6366227185407894,31725.069289968164,25.479580759104245,34.06,-0.16056051994334702,2448296.541221806,21.005114809113895,"[24, 104]",390.59311362726004,3100.0,7.3333,0.4878141062694058,0.6366227185407894,2.0600000000000023,5207999.999999999
TX_24_40_R04,3481204.728217136,19.880000000000003,-750605.2899849089,0.4545429751953418,-22551.297682020875,3481204.728217136,12839.488858347466,-2359.984610379663,-86290.58725317554,17636.351546193255,4,34640.433195344944,40,24,0.5881485427920404,641054.9271645708,-4492.1925910886785,43.1,648.4997827011613,5207999.999999999,182557.31249949924,3,0.6684340875992966,25436.17047907443,27.195616739813712,37.38,-0.10667534588354752,2546589.875587164,21.959503141725186,"[27, 146]",584.6894064716424,5660.0,7.3333,0.5120463033897988,0.6684340875992966,2.3800000000000026,5207999.999999999
TX_24_40_R05,3585978.1480046655,21.439999999999998,-813294.4452411621,0.4545429751953418,-20115.554923433487,3585978.1480046655,17087.274872771697,-2381.701583156156,-15862.468278346225,23621.432982651433,4,34660.85035736709,40,24,0.6058499820874345,608853.4989672538,-4083.572026812602,51.0,817.0435893852684,5207999.999999999,254792.82603902783,3,0.6885518717366871,24866.122175695327,28.9108601909769,40.44,-0.08025016371443106,2593741.4170493716,23.225602084821986,"[30, 173]",735.7085861700133,8230.0,7.3333,0.527370953829903,0.6885518717366871,2.4399999999999977,5207999.999999999
TX_24_40_R06,3488683.9454772607,22.36,-791858.0519225172,0.4545429751953418,-19082.90644034827,3488683.9454772607,13924.293913075528,-2293.2498585986446,-43958.66547833374,18555.419485989718,4,34843.87013367067,40,24,0.5894121544081893,677225.0322920711,-4445.867734146597,34.7,571.3246716309598,5207999.999999999,187023.59416563538,3,0.6698701892237445,21588.025560009948,32.47788938121574,42.86,-0.09865191324841409,2540664.1097588083,26.82813920346893,"[33, 118]",519.0182519731034,5900.0,7.3333,0.5131402486891834,0.6698701892237445,1.8599999999999994,5207999.999999999
TX_24_40_R07,3566744.832647702,23.549999999999997,-817701.948631171,0.4545429751953418,-16312.916162548752,3566744.832647702,17126.47153823335,-2214.44870410743,-13557.85214137403,22985.59463815366,4,34700.1020265759,40,24,0.6026005189609004,579540.8125471005,-3418.5971282718533,39.7,677.9485746015546,5207999.999999999,239865.37862999836,3,0.6848588388340443,21155.056903640543,33.90462860942337,45.55,-0.08579185169623676,2664912.44204872,27.86603375076306,"[36, 135]",614.6002582001599,7800.0,7.3333,0.5245577991648414,0.6848588388340443,1.5499999999999972,5207999.999999999
TX_24_40_R08,3622186.194918199,24.200000000000003,-842371.1050275639,0.4545429751953418,-16441.059944273158,3622186.194918199,19086.710397512757,-2008.2324394766622,-7413.591933263079,25425.12599490344,4,34755.5896647333,40,24,0.6119673212536509,624464.1375463025,-3195.484791785182,43.8,731.2275334127105,5207999.999999999,285181.94641946635,3,0.6955042616970429,21409.983994490136,34.77047134185701,48.2,-0.07700948552067674,2683984.9929844844,28.695766315533337,"[40, 149]",665.1402923915264,9800.0,7.3333,0.5326669121291933,0.6955042616970429,0.20000000000000284,5207999.999999999
TX_24_45_P01,3846093.47795554,16.31338028169014,-952369.0629336355,0.4545429751953418,-39782.256217591595,3846093.47795554,6878.3953832717525,-2401.6692420772965,7423.746389367709,9592.983969083489,4,33825.50527899878,45,24,0.538190142011122,858373.3624860414,-5386.311070036299,35.5,466.98906549167503,6288000.0,95347.31200407866,4,0.6116560874611228,44135.160844729704,20.54220254382916,29.25,-0.27209633510944775,2722157.7862540637,16.385993890098554,"[1, 12, 1.25, 12, 0.5, 17]",419.77285170526704,2405.1594776995307,7.3333,0.46397148370355085,0.6116560874611228,2.0,6288000.0
TX_24_45_P02,3906786.347635265,18.41111111111111,-966352.8544840785,0.4545429751953418,-36050.25674714525,3906786.347635265,8252.285371271344,-2187.5217084881106,13071.011563844417,11448.237895852752,4,34002.71100056886,45,24,0.5466829943921715,872591.4843779901,-5297.4452897189385,33.75,511.6336672191419,6288000.0,113952.93987415833,3,0.6213082613923767,39921.551501919705,22.375849419911738,31.5,-0.2330647848501009,2748147.7386299777,17.727564124620802,"[0.75, 12, 1.25, 12, 0.5, 19.5]",465.50588187184815,2725.3114583333336,7.3333,0.4712372226284929,0.6213082613923767,2.0,6288000.0
TX_24_45_P03,3896198.1592523614,18.583414634146337,-897394.2510540434,0.4545429751953418,-29142.204893561946,3896198.1592523614,8504.126953210874,-2474.1994617342652,9836.227406501648,11440.501576775105,4,33772.41261217884,45,24,0.5452013718985694,800703.8189451426,-4979.116802595001,30.75,452.4065566252157,6288000.0,110488.91585406542,3,0.6196243891940778,32658.621332562758,25.288098523852046,34.12,-0.23930036231812632,2816208.46733914,20.687877373172658,"[0.75, 12, 0.875, 12, 0.5, 22.5]",411.0681245741886,3115.5955602134145,7.3333,0.4699696764919493,0.6196243891940778,1.9949999999999974,6288000.0
TX_24_45_P04,4044447.8414769424,20.780201342281877,-929379.7145622033,0.4545429751953418,-28623.12923887956,4044447.8414769424,12210.837086231888,-2204.668567475423,-81520.71025788815,16647.630854625517,4,34111.63253895019,45,24,0.5659461920613812,835743.4207684026,-5150.3641929309,37.25,615.5350987618241,6288000.0,168798.17004173828,3,0.6432009926012949,31827.690238312076,27.045786484171185,37.25,-0.1670591929018761,2831892.861497691,21.711372894604935,"[0.75, 14, 1, 14, 0.5, 25.5]",562.4166258627598,4898.163940156599,7.3333,0.487717123472682,0.6432009926012949,2.0,6288000.0
TX_24_45_P05,4204300.492637633,22.451171875,-805667.7847315969,0.4545429751953418,-23372.845156278665,4204300.492637633,17744.233820495047,-2261.71100480647,-12499.034330457853,24402.62671720931,4,34075.18575846362,45,24,0.5883146346179979,717441.3602942586,-4762.443726330102,48.0,847.382894371599,6288000.0,261489.3248447127,3,0.6686228518825753,26243.47469820533,28.79763903578178,40.75,-0.12197641432955464,2898114.86919139,22.904508784373455,"[1, 15, 1.25, 15, 0.5, 28.5]",774.7048403238845,8311.151184082031,7.3333,0.506853599238655,0.6686228518825753,2.0,6288000.0
TX_24_45_P06,4078471.536555348,22.5,-950601.3099055028,0.4545429751953418,-23848.37248417737,4078471.536555348,14159.460897973711,-2382.633444253073,-71637.74258611593,18780.80155236927,4,34351.931995269086,45,24,0.5707071832829788,851495.6051694715,-5084.756567191608,33.75,573.6726540913053,6288000.0,185579.187684818,3,0.6486118855845019,26622.828829807833,32.737836496874635,43.0,-0.14820128636759575,2834550.6556747793,27.057222300758674,"[0.75, 12, 0.75, 12, 0.5, 31.5]",523.3153921190457,5983.453125,7.3333,0.49179020960299735,0.6486118855845019,2.0,6288000.0
TX_24_45_P07,4166964.6654863954,24.4770205479452,-728117.4594692226,0.4545429751953418,-17079.649834778356,4166964.6654863954,17523.359068282174,-2344.8004444322387,-19375.69333635206,23427.46124175754,4,34016.15741117949,45,24,0.5830901713459017,644527.150514382,-4216.556244428423,36.5,680.7165335759416,6288000.0,236480.61245370648,3,0.6626852203381672,19294.318399412645,34.41588397844305,45.62,-0.12871825811067514,2964535.0755011844,28.151716245771944,"[0.75, 12, 0.875, 12, 0.5, 34]",622.4614838860482,7528.912680151256,7.3333,0.5023840071093133,0.6626852203381672,1.9949999999999974,6288000.0
TX_24_45_P08,4250578.650097176,26.461783439490446,-832580.5448211129,0.4545429751953418,-18515.818500684003,4250578.650097176,21312.606464321456,-2359.1198010886783,-13096.353508811391,28725.214895429508,4,34307.44190266927,45,24,0.5947904127752163,736280.0366151347,-4614.530609336667,39.25,796.6695420589872,6288000.0,295778.70710877556,3,0.6759826097482787,20935.908651370144,36.056624960443926,48.25,-0.1039850414283332,2921871.7937943125,29.215865127118093,"[0.75, 12, 1, 12, 0.5, 36.5]",729.4874333376885,9284.447883492569,7.3333,0.5123937065330169,0.6759826097482787,2.0,6288000.0
TX_24_45_R01,3865364.489544093,16.25,-968660.7266281812,0.4545429751953418,-38483.13504827861,3865364.489544093,7417.926755393455,-3312.546861896993,4983.166863967445,10536.468634144392,4,34442.86544925194,45,24,0.5408867661371312,857936.670255985,-5413.71145206779,38.2,492.0269841301811,6288000.0,100934.47641637054,4,0.6147208157671904,43444.69111305923,21.414412164347148,29.25,-0.23902952809676695,2773940.4753697817,17.060657565114283,"[18, 130]",434.7972361019465,2460.0,7.3333,0.46627847857396704,0.6147208157671904,3.25,6288000.0
TX_24_45_R02,3891710.406341134,17.18,-1005968.5529700844,0.4545429751953418,-36399.397098473026,3891710.406341134,8100.966702867745,-2826.011737687261,6988.1700715704665,11204.042143802646,4,34619.100581132785,45,24,0.5445733933040688,891406.8888432594,-5390.058160809876,35.9,480.79235129796564,6288000.0,109049.52614679738,3,0.6189106880313509,41073.718371285075,23.303286987731358,31.68,-0.22567160641479425,2746675.832073053,18.833427793368834,"[21, 122]",430.1376675423929,2960.0,7.3333,0.4694324331356096,0.6189106880313509,2.6799999999999997,6288000.0
TX_24_45_R03,3879523.5943874256,18.060000000000002,-1068901.4300214257,0.4545429751953418,-34402.10385303261,3879523.5943874256,8204.453195389866,-2650.9717451072306,7961.52817581218,10983.571084416788,4,34672.8106975399,45,24,0.5428680728032484,950438.9212305967,-5460.421561252524,30.6,431.0734618540452,6288000.0,105225.50443821387,3,0.616972581804616,38688.26173694698,25.479580759104245,34.06,-0.22320213922655588,2735202.0941061,21.005114809113895,"[24, 104]",390.59311362726004,3100.0,7.3333,0.467973510622137,0.616972581804616,2.0600000000000023,6288000.0
TX_24_45_R04,4072554.8084129654,19.880000000000003,-918290.5365135423,0.4545429751953418,-28394.508015119238,4072554.8084129654,12839.488858347466,-2359.984610379663,-86290.58725317554,17636.351546193255,4,34761.59766036158,45,24,0.5698792458505056,807022.9290781263,-5109.826839801056,43.1,648.4997827011613,6288000.0,182557.31249949924,3,0.6476709300911204,32305.13193600693,27.195616739813712,37.38,-0.14821682476698025,2847391.9606783027,21.959503141725186,"[27, 146]",584.6894064716424,5660.0,7.3333,0.4910818990189162,0.6476709300911204,2.3800000000000026,6288000.0
TX_24_45_R05,4194629.412885412,21.439999999999998,-823917.3887959692,0.4545429751953418,-23628.20696122425,4194629.412885412,17087.274872771697,-2381.701583156156,-15862.468278346225,23621.432982651433,4,34784.28786490958,45,24,0.5869613446329567,714977.5033496794,-4774.601113367184,51.0,817.0435893852684,6288000.0,254792.82603902783,3,0.6670848302934814,27223.128117468845,28.9108601909769,40.44,-0.11151005360716174,2900832.8383050687,23.225602084821986,"[30, 173]",735.7085861700133,8230.0,7.3333,0.5056958431303553,0.6670848302934814,2.4399999999999977,6288000.0
